callsign,flowntime[s],flowndistance[NM],fuel[kg],CO2[kg],H2O[kg],Soot[kg],SOx[kg],NOx[kg],CO[kg],HC[kg]
SVA038,42720.0,6062.28761196,36100.81116122023,114078.56326945747,44403.99772830157,1.08302433483662,43.320973393464435,525.6604309822648,72.54569136670779,6.851632725296177
GTI4326,36394.0,4628.09146637,28152.974693808686,88963.40003243451,34628.158873384506,0.8445892408142534,33.78356963256999,385.3360046556729,62.542824857757495,5.5240599147666565
KLM602,42658.0,4944.85257886,33968.179003622536,107339.4456514477,41780.86017445512,1.0190453701086721,40.76181480434685,459.3834107054889,67.0501429137724,5.641757374978767
DAL444,30578.0,3780.33321098,24560.872292797423,77612.35644523943,30209.872920140853,0.736826168783919,29.473046751356737,346.1666925780957,49.81147533004472,4.35647314873893
DLH457,36862.0,5079.38750691,29074.67316895385,91875.96721389545,35761.84799781366,0.8722401950686265,34.88960780274497,417.53773175537356,61.633903213511594,6.105135054746606
DLH491,35666.0,4602.99395714,71578.28871165894,226187.39232884036,88041.29511533982,2.1473486613497936,85.8939464539903,1156.6615468094546,136.96758830415428,3.9545436550542066
UAL931,28848.0,3473.3350356,23063.58949882608,72880.94281629054,28368.215083556457,0.691907684964784,27.67630739859148,330.98498839753563,45.504747446380996,3.9912461747947705
UAL952,29754.0,3964.53578381,23831.094200419786,75306.25767332628,29312.245866516147,0.7149328260125862,28.597313040503565,353.49162641861005,48.715984111740546,4.72897830415634
UAL990,40819.0,5022.42759037,29943.629365108343,94621.86879374247,36830.66411908367,0.8983088809532614,35.93235523813026,417.8798976267158,66.5226873692876,6.534134407126599
KLM676,29800.0,3843.55881212,56317.25157441088,177962.5149751384,69270.2194365251,1.6895175472323207,67.58070188929261,955.6959467251382,110.00470792168767,3.6644815575041725
BAW282,38884.0,4823.64205203,28797.540575306066,91000.22821796701,35420.974907626325,0.8639262172591866,34.557048690367175,412.38890264373396,59.4259263715881,5.48983520662692
AFR019,28877.0,3242.07841342,20723.967516297864,65487.73735150159,25490.48004504659,0.6217190254889264,24.86876101955755,305.633448567923,41.876976419645445,4.149092273549648
NRS7108,35745.0,4659.01790716,27055.105393511338,85494.13304349464,33277.77963401877,0.8116531618053315,32.46612647221351,406.2162273449941,53.3769131941835,5.456702241092233
