callsign,flowntime[s],flowndistance[NM],fuel[kg],CO2[kg],H2O[kg],Soot[kg],SOx[kg],NOx[kg],CO[kg],HC[kg]
VIR106F,37903.0,4204.23665622,24604.810362100856,77751.20074423919,30263.916745384227,0.7381443108630252,29.525772434521144,354.63735017883414,52.018421278307976,5.128424274395083
NRS4BX,41326.0,4779.65546128,27770.730452303505,87755.50822927833,34157.99845633314,0.8331219135691011,33.324876542763995,410.7525441468602,56.258756188935024,5.723103045369114
THY80L,55040.0,6027.2014293,36722.13380488994,116041.94282345327,45168.22458001468,1.101664014146704,44.066560565867775,508.9813996235165,79.64930589596699,6.999642097481988
ISS9BG,35867.0,3554.74421628,55449.14385724521,175219.29458889517,68202.44694441179,1.6634743157173677,66.53897262869481,949.541250962866,112.2589603462915,4.161726270468842
THY10,56187.0,6183.91533124,37401.50609636907,118188.75926452628,46003.852498534034,1.1220451828910702,44.88180731564299,518.5392726855422,80.80703489279821,7.119367339969991
BAW280,42088.0,4828.08425882,27689.18900433634,87497.83725370355,34057.70247533399,0.8306756701300999,33.22702680520383,414.6404707028396,54.49375936275614,5.527907628675638
ETD76T,59023.0,6485.14823539,39266.73595338541,124082.88561269658,48298.08522266402,1.1780020786015504,47.12008314406192,551.7922910674513,81.82715006505892,7.203264992449733
UAE5RQ,37319.0,3554.85642197,21840.42601750755,69015.74621532383,26863.724001534367,0.6552127805252205,26.20851122100906,320.4366063566442,48.03400851800486,4.8612499071516755
BAW89P,44671.0,4755.73724746,26985.23594310288,85273.34558020474,33191.8402100162,0.8095570782930799,32.38228313172329,386.3203854387395,57.46441130777857,5.708830731897661
VIR20V,45103.0,4687.7992946,27433.356924715452,86689.40788210166,33743.02901739962,0.823000707741467,32.92002830965883,392.28277893995494,57.92521244057816,5.523913381350861
ETD140,57283.0,6148.54117673,36507.015716522255,115362.16966421026,44903.6293313226,1.0952104714956754,43.80841885982715,512.2210822929947,77.51085132452245,6.974863867520131
AZA61CM,39750.0,3789.24468847,57751.75388586363,182495.5422793285,71034.65727961238,1.7325526165759046,69.30210466303645,969.4991680010256,109.23240282362858,3.2507487200888185
ACA836,37415.0,3332.33074781,20650.496248737105,65255.568146008576,25400.11038594646,0.6195148874621009,24.780595498484285,299.2502416999149,43.799736996575476,4.141396687885982
UAL938,38880.0,3473.34411544,22279.391419052943,70402.87688420727,27403.651445435386,0.6683817425715932,26.735269702863654,326.76802286466744,43.58310885184103,4.013235279115359
BAW72A,47626.0,4839.68180515,28802.94860004196,91017.31757613282,35427.626778051796,0.8640884580012616,34.56353832005074,412.552924505905,57.84032256479124,5.338920934042139
TPA4047,45024.0,4132.76452585,64863.71001015051,204969.32363207592,79782.36331248563,1.945911300304528,77.83645201218087,1073.3650192202333,129.7406146525327,4.195532506067751
UAL930,50272.0,4658.9782833,29329.295052759757,92680.57236672167,36075.03291489476,0.8798788515827908,35.195154063311676,407.7066198715752,62.1463859015279,5.502724156251127
SWR39,52942.0,5154.88927743,31269.99932224117,98813.19785828258,38462.09916635652,0.9380999796672388,37.52399918668916,443.49310023015215,64.84053145167178,5.847501623368624
BAW38P,47212.0,4679.08383889,26955.404976719798,85179.07972643533,33155.14812136523,0.8086621493015997,32.34648597206362,396.12554626591725,53.84886801474887,5.240819837231031
NAX4PF,42592.0,3793.12076371,21481.498994518486,67881.53682267907,26422.243763257804,0.6444449698355623,25.77779879342222,320.8119717852838,43.077259033776,4.692641091117944
BAW6B,49557.0,4741.59588328,27511.75149708409,86937.13473078479,33839.4543414132,0.8253525449125151,33.014101796500626,411.5239172578256,54.60079454090591,5.538211457909708
VIR42X,50871.0,4721.86639836,27357.89082924909,86450.93502042741,33650.205719976584,0.8207367248774725,32.82946899509916,410.7327166166174,54.304719663414865,5.599929032229812
BAW274,52365.0,4611.98039778,27627.04519797868,87301.4628256137,33981.26559351366,0.8288113559393628,33.15245423757447,395.2540970767492,56.56333728891407,5.264853290829627
BAW268,54107.0,4820.33819418,28232.53854181696,89214.82179214127,34726.02240643463,0.8469761562545123,33.879046250180544,407.81813952084195,58.241875089504404,5.6864297115450855
DLH459,57937.0,5197.46779469,29683.042926250586,93798.41564695205,36510.142799288,0.8904912877875205,35.61965151150081,425.1325664370351,63.19348778767611,6.148913025814831
BAW8C,52363.0,4184.82433201,25743.724689489874,81350.17001878873,31664.781368072843,0.7723117406847045,30.89246962738818,371.90793735243074,51.86993254945177,4.809956333601653
THY6320,59156.0,5111.66683289,31034.751484028384,98069.81468952869,38172.74432535442,0.9310425445208335,37.24170178083379,481.7247704314961,54.96162590337294,5.530760776634891
FDX21,76727.0,4130.87294472,35380.35159103624,111801.91102767388,43517.832456974225,1.0614105477310805,42.4564219092434,454.4416699803642,85.2154035779056,6.9625180376849825
N990LT,86399.0,4356.86679491,38496.35032897253,121648.4670395558,47350.51090463647,1.154890509869203,46.19562039476769,481.2911675012176,125.88590767465966,11.582209072333866
TOM050,86399.0,5109.74825179,38225.32628077212,120792.0310472399,47017.15132534949,1.1467597884231635,45.870391536926036,498.081656173085,93.25930600142752,8.085570785699945
AAL87,73727.0,3513.96226776,30373.293676557736,95979.60801792199,37359.15122216616,0.911198810296726,36.44795241186911,405.42585197118257,71.77589168337221,6.13878211636727
DAL43,78396.0,3740.39615847,31869.766016551916,100708.4606123032,39199.81220035855,0.9560929804965527,38.243719219862136,419.1638301017756,74.38449362631331,6.175504755920999
ACA879,81813.0,3717.6245616,88277.56634225886,278957.109641534,108581.40660097719,2.648326990267773,105.93307961071086,1343.4012070945123,200.27928523375962,7.368835630499118
DAL17,78482.0,3330.42329221,82169.12198488199,259654.425472227,101068.02004140604,2.4650736595464706,98.60294638185887,1278.9628878123992,185.19060726244126,6.9142240447695835
ACA893,80490.0,3629.10617636,84644.37704788781,267476.2314713266,104112.58376890268,2.5393313114366527,101.57325245746554,1304.0045842933694,193.6285852145644,7.480516255089225
DLH422,74829.0,3262.47929864,27742.385218105253,87665.93728921194,34123.13381826926,0.8322715565431579,33.29086226172625,372.78578713746595,67.52242987101397,5.856288951776655
AAL47,81272.0,3513.70245697,30162.3739108832,95313.10155839156,37099.71991038668,0.9048712173265065,36.194848693060216,405.55664120185725,72.04095493657582,6.32921102972126
ACA835,79161.0,3237.63108615,76569.69229110966,241960.227639905,94180.72151806482,2.2970907687332582,91.88363074933037,1185.691186922921,171.68548164001734,6.576220836334541
ACA881,79731.0,3290.59339507,28591.808112639486,90350.11363593953,35167.923978546474,0.8577542433791846,34.31016973516701,381.20663248055337,68.2842705536055,5.828728465440295
TSC111,77923.0,3003.41221367,73836.77281156607,233324.20208455302,90819.230558226,2.215103184346984,88.6041273738789,1196.1590104037155,164.5907438941343,6.461334816979107
VPBMS,85734.0,4315.26110017,31973.160620828494,101035.1875618185,39326.98756361897,0.9591948186248561,38.36779274499428,425.93121191637755,74.64531800480836,6.393931350207056
BAW91C,86399.0,3596.13584799,32479.181373203905,102634.21313932365,39949.39308904077,0.9743754411961065,38.97501764784494,426.8377872717473,68.28280554459664,5.429436572006246
EIN123,81345.0,3271.53149262,77548.09064319967,245051.96643250957,95384.15149113536,2.3264427192960246,93.05770877183923,1232.6154542887816,168.79953225685924,6.108990328792658
NAX5HB,86399.0,4653.2628454,32563.914343331344,102901.96932492776,40053.61464229782,0.9769174302999373,39.07669721199785,441.3028036322858,72.16307104742161,6.543878637173579
ACA895,86399.0,3496.5362019,31187.658308237336,98553.00025402919,38360.81971913182,0.9356297492471245,37.425189969884876,406.87963503339864,67.84414506027095,5.419982535126143
DLH426,85208.0,3513.6093613,81803.93040398866,258500.42007660694,100618.83439690701,2.45411791211968,98.16471648478729,1289.2942272006994,188.64773188113884,7.409738378112663
SWR86,82211.0,3298.52935754,75898.29724358745,239838.61928973487,93354.90560961232,2.2769489173076085,91.07795669230467,1210.468073508488,170.87770920133062,6.644668123101642
BAW295,86399.0,3484.78978589,30581.529671231085,96637.63376109091,37615.281495614225,0.917445890136937,36.697835605477465,406.28191398796906,68.95784969549048,5.713798767267081
BAW19V,86399.0,3677.23029942,30852.018443133107,97492.37828030129,37947.98268505389,0.9255605532939991,37.022422131759946,412.54585746510605,65.30887158146099,5.380314760333731
DLH402,86231.0,3443.71917293,29356.95325651156,92767.97229057645,36109.05250550963,0.8807085976953599,35.228343907814605,388.42570196015566,70.57882270548241,5.979709452617574
NRS7151,86399.0,3473.14650857,29982.53641348013,94744.81506659878,36878.519788580634,0.8994760924044057,35.97904369617654,401.4529457031342,69.80162699590994,6.017292727098018
SWR8T,86399.0,3242.47709131,81957.53298619472,258985.8042363777,100807.765573021,2.458725989585836,98.34903958343381,1284.2472665617652,154.86440113441608,3.8025355261655522
DAL19,86399.0,3161.30008924,80733.36364887246,255117.42913043484,99302.03728811271,2.4220009094661474,96.8800363786472,1262.2940809537704,154.46510746642213,3.8552739761432124
AFR344,83938.0,3022.49641354,26907.76167724269,85028.52690008597,33096.546863008276,0.8072328503172794,32.28931401269092,358.5303719064791,64.89973599215587,5.541291871204151
BAW281,86399.0,3317.02255706,28733.275240219893,90797.14975909535,35341.928545470844,0.8619982572065971,34.47993028826385,388.65537652479475,60.66243903252218,5.1184324407956145
AFR356,86399.0,3211.86654863,27734.180780894156,87640.01126762622,34113.04236049945,0.83202542342683,33.281016937073424,372.6234824989586,60.9035706764633,5.14040500970103
EIN1GE,85357.0,2895.85479964,69712.88796021524,220292.72595427957,85746.85219106448,2.0913866388064544,83.65546555225922,1148.1490776522596,157.39989739468825,6.320129020058818
NRS7109,86399.0,3154.875478,26523.57731837302,83814.50432605941,32624.000101598922,0.7957073195511961,31.828292782047953,368.8116600427338,55.738674611562615,5.045816094272002
NAX1WA,86399.0,3171.16874914,26089.79536531552,82443.75335439628,32090.448299337822,0.7826938609594616,31.307754438378534,358.2760164112421,54.56624920891946,4.709208005634751
AFR378,86399.0,2785.0799772,25264.825813264837,79836.84956991785,31075.73575031616,0.7579447743979513,30.317790975918225,343.50201586517215,52.57346487475988,4.402480866082284
DLH8P,86399.0,2755.89894092,25237.233608973344,79749.65820435599,31041.79733903725,0.7571170082692051,30.2846803307681,345.05687871300546,52.58411746347932,4.4460591138473315
AFR334,86399.0,2771.03527258,25252.365882421618,79797.47618845258,31060.410035378747,0.7575709764726526,30.302839058906404,345.59004128953273,51.65972973976561,4.327578654634494
DLH4J,86399.0,2775.59695861,68244.64830797735,215653.08865320636,83940.91741881071,2.0473394492392925,81.89357796957258,1133.1085708553012,123.54151617058109,2.9867188578733312
VIR41R,86399.0,2509.27388776,23745.91171035448,75037.08100471998,29207.471403736046,0.7123773513106363,28.495094052425554,335.02545414031914,47.81645181982495,4.2106187749624135
EIN12C,86399.0,2273.45362217,61828.92968521007,195379.41780526302,76049.58351280881,1.8548678905562968,74.19471562225223,1028.4460756753958,110.8677335363459,2.764863319410634
BAW297,86399.0,2210.9906766,22872.056593958623,72275.69883690923,28132.629610569027,0.6861616978187629,27.4464679127504,320.5223184425262,46.1338208460198,3.9752248948455975
AAL91,86399.0,2493.20085423,21830.36552289856,68983.95505235964,26851.34959316549,0.6549109656869614,26.196438627478482,317.0676234916207,44.30572764090705,4.400392032900893
SWR18,86399.0,2154.03774927,57214.281586479956,180797.1298132788,70373.56635137118,1.7164284475944258,68.65713790377704,937.5710104713521,101.79690062312892,2.4749941793444585
CFGRS,86399.0,3454.89649284,21595.88943322738,68243.01060899906,26562.944002869903,0.6478766829968201,25.915067319873238,315.57271842496516,43.27758869271793,4.039833587965685
NAX19M,86399.0,2339.7556157,20513.844481347904,64823.74856105888,25232.028712057978,0.6154153344404388,24.616613377617316,292.56070043957135,41.713344665973686,3.8134542359629613
SWR52,86399.0,2140.63019149,53986.23092263352,170596.4897155244,66403.06403483926,1.6195869276790251,64.78347710716073,896.3527784446572,96.09129714340476,2.3874309748969442
NAX9V,86399.0,2049.68094748,19397.406663657814,61295.80505715829,23858.810196298826,0.5819221999097358,23.27688799638942,279.62727733240075,39.04252763362966,3.671723523772578
AFR008,86399.0,2006.41868423,19251.291731369303,60834.08187112626,23679.088829584132,0.5775387519410691,23.101550077643058,275.7315775148689,38.36895103332446,3.449707431906417
NAX7149,86399.0,1932.41295821,18842.263866552505,59541.55381830594,23175.98455585942,0.5652679159965721,22.610716639862925,272.7605271071408,37.75328021926944,3.5735800177613144
AFR348,86399.0,1812.31973949,18284.462098844313,57778.900232347616,22489.888381578265,0.5485338629653281,21.94135451861311,261.48394160596274,35.20402393805648,3.04206890621161
