callsign,flowntime[s],flowndistance[NM],fuel[kg],CO2[kg],H2O[kg],Soot[kg],SOx[kg],NOx[kg],CO[kg],HC[kg]
TPA4047,45209.0,4132.73288151,65193.27511211459,206010.74935428423,80187.72838790152,1.9557982533634475,78.23193013453808,1077.9357537272635,130.55999831249176,4.2244200355161015
UAL930,50233.0,4658.94308909,29309.355539837958,92617.56350588844,36050.50731400096,0.8792806661951483,35.171226647805774,407.5336445914159,62.05805957560995,5.495548657922174
SWR39,52758.0,5154.86455193,31145.180632071588,98418.77079734688,38308.5721774483,0.9343554189621546,37.374216758486284,441.99721786859607,64.479779280519,5.817594411901634
BAW38P,47093.0,4679.05348825,26869.606284456728,84907.95585888307,33049.61572988179,0.8060881885336971,32.243527541347994,394.97992430554194,53.6407223385742,5.220864691965914
NAX4PF,42720.0,3793.10269065,21580.850012473606,68195.48603941644,26544.44551534248,0.647425500374206,25.89702001496833,322.0782744348713,43.29832079560159,4.709644303284472
BAW6B,49489.0,4741.57235746,27461.0441144379,86776.8994016227,33777.08426075876,0.8238313234331325,32.953252937325665,410.86347426743805,54.49293139888638,5.528522467099402
VIR42X,50776.0,4721.84484081,27290.49628042587,86237.9682461443,33567.31042492389,0.8187148884127744,32.74859553651098,409.8761298530393,54.138098673008656,5.58439414708748
BAW274,52343.0,4611.99337825,27612.14360293505,87254.37378527483,33962.936631609904,0.8283643080880349,33.134572323521674,395.0672207851541,56.51138137341793,5.259671039165342
BAW268,54029.0,4820.31625848,28174.493879388952,89031.4006588685,34654.6274716482,0.8452348163816651,33.80939265526688,407.10614083237164,58.113925965460425,5.675077165307607
DLH459,57898.0,5197.4351069,29666.819963833586,93747.15108571395,36490.18855551511,0.8900045989150069,35.60018395660047,424.96784866812993,63.09113667314285,6.139027376530647
BAW8C,52344.0,4184.8016177,25731.869799874527,81312.70856760311,31650.199853845468,0.7719560939962342,30.87824375984946,371.82435823227837,51.820882834453556,4.80692076279073
THY6320,59347.0,5111.6731616,31187.630467131916,98552.91227613686,38360.785474572076,0.9356289140139543,37.42515656055776,483.6775550653324,55.27698594674359,5.55755668039959
FDX21,76612.0,4130.826895,35299.23462924218,111545.58142840583,43418.05859396807,1.0589770388772746,42.359081555091436,453.7717197698151,85.34880835591365,6.98530958696464
N990LT,86399.0,4346.28595705,38493.09342698151,121638.17522926153,47346.504915187295,1.154792802809445,46.19171211237765,481.25042033279607,125.91439924571554,11.585470380917135
TOM050,86399.0,5123.22438034,38153.94549644441,120566.46776876392,46929.35296062657,1.1446183648933264,45.78473459573315,497.0121495024831,94.03283228144583,8.173654590023128
AAL87,73667.0,3513.98974204,30329.373221864767,95840.8193810917,37305.129062893415,0.909881196655939,36.395247866237874,404.96943028066005,71.55062528406943,6.119141893924721
DAL43,78526.0,3740.41120458,31945.7442266596,100948.55175624377,39293.26539879119,0.9583723267997806,38.33489307199112,419.9211043923902,74.7618994830429,6.207537492160712
ACA879,81599.0,3717.6326268,87939.1689734711,277887.77395617164,108165.17783736922,2.6381750692041184,105.52700276816556,1339.4595286577853,199.0583233642799,7.302901929938757
DAL17,78732.0,3330.4197178,82561.0991911719,260893.0734441047,101550.1520051426,2.4768329757351353,99.07331902940687,1283.6758640382186,186.20837158824278,6.94706991003068
ACA893,80750.0,3629.07683978,85128.00525673255,269004.49661127693,104707.44646578196,2.5538401577020005,102.15360630807973,1308.6305191947215,195.6183386618752,7.6288668255580685
DLH422,74819.0,3262.46644179,27731.659768992333,87632.04487001534,34109.94151586023,0.8319497930697674,33.27799172279053,372.73076259641823,67.31497737158554,5.835912039734152
AAL47,81271.0,3513.72333615,30153.56674137835,95285.27090275592,37088.88709189519,0.9046070022413477,36.184280089654116,405.52520275831864,71.90460958484482,6.318124465861646
ACA835,79269.0,3237.61878213,76815.65205614315,242737.46049741202,94483.25202905618,2.3044695616842996,92.17878246737288,1187.5603508943432,172.61102404944785,6.649841525405913
ACA881,79563.0,3290.58592717,28490.563690596813,90030.18126228589,35043.393339433955,0.8547169107178922,34.18867642871597,380.14210020154445,67.87918813827645,5.795117510758311
TSC111,78179.0,3003.42109825,74336.81715093652,234904.34219695776,91434.28509565194,2.230104514528092,89.20418058112384,1201.3804027568403,165.5508081019819,6.492080674202174
VPBMS,86002.0,4315.29923804,32136.34314845097,101550.84434910517,39527.702072594744,0.9640902944535327,38.56361177814126,427.73722035869247,75.03746070098187,6.421236472935661
BAW91C,86399.0,3583.71892142,32478.23708840278,102631.22919935298,39948.231618735284,0.9743471126520853,38.97388450608334,426.85519362076553,68.27929844099064,5.429834909649856
EIN123,81504.0,3271.52346103,77809.07992247817,245876.6925550288,95705.16830464802,2.334272397674354,93.37089590697363,1236.175908384009,169.77582435746703,6.168551633521554
NAX5HB,86399.0,4618.73357373,32557.666670339127,102882.22667827121,40045.930004517555,0.9767300001101735,39.06920000440675,441.1476063875596,72.15655165957942,6.540407310221686
ACA895,86399.0,3506.3088821,31190.211042340445,98561.06689379568,38363.959582079086,0.9357063312702161,37.42825325080844,406.7593366238783,67.85439288702808,5.419038439093536
DLH426,84909.0,3513.51919051,81364.49711839507,257111.8108941273,100078.33145562498,2.440934913551818,97.63739654207438,1284.9146873750888,186.88408936521077,7.317866787587522
SWR86,82350.0,3298.31513553,76190.54174176611,240762.11190398037,93714.36634237228,2.285716252252975,91.42865009011884,1212.6555383544078,171.98650307750853,6.731077888287343
BAW295,86399.0,3480.74197192,30613.952954094566,96740.09133493942,37655.16213353594,0.9184185886228328,36.736743544913644,406.9823136991596,68.65597714087724,5.682043655417292
BAW19V,86399.0,3668.52560129,30860.614120742233,97519.540621547,37958.555368513415,0.9258184236222784,37.03273694489089,412.8620940567711,65.29745306319211,5.380418627839006
DLH402,85844.0,3443.61797754,29129.170446588945,92048.17861122047,35828.87964930446,0.8738751133976701,34.9550045359068,386.33164693901006,69.9876596803089,5.940832804875856
NRS7151,86399.0,3467.30285345,30021.86205026705,94869.08407884481,36926.89032182852,0.9006558615080134,36.02623446032024,402.35899292867487,69.51869421686843,5.986888858137153
SWR8T,86399.0,3266.04598231,81939.67547554239,258929.37450271207,100785.80083491646,2.4581902642662485,98.32761057064968,1283.8613084186893,154.8871643424826,3.80302544260179
DAL19,86399.0,3166.74851584,80736.49272131508,255127.31699935612,99305.88604721715,2.4220947816394602,96.8837912655785,1262.7753485062804,154.41912750920827,3.8531446161895313
AFR344,83917.0,3022.76176981,26891.323604263805,84976.58258947468,33076.328033244485,0.8067397081279153,32.26958832511683,358.09399586539143,65.86326564562526,5.644564698021671
BAW281,86399.0,3318.77266156,28741.199808631187,90822.19139527497,35351.675764616884,0.862235994258934,34.489439770357876,389.0258034590862,60.67209345545568,5.121957661875855
AFR356,86399.0,3225.07262815,27672.754550489997,87445.90437954864,34037.4880971026,0.8301826365147059,33.207305460587776,371.9425951788875,61.514712530797446,5.210443079318883
EIN1GE,85356.0,2895.9950616,69821.79154016168,220636.861266914,85880.8035943986,2.0946537462048584,83.78614984819245,1150.25053494765,156.6253095233562,6.2328741681344795
NRS7109,86399.0,3149.39496945,26535.160493815594,83851.10716045673,32638.247407393148,0.7960548148144653,31.842192592578666,369.2905103121656,55.74893437389341,5.048193142992281
NAX1WA,86399.0,3187.5064017,26095.279723325675,82461.08392570964,32097.19405969041,0.7828583916997685,31.314335667990683,358.50726274371004,54.5746673028393,4.713217359961967
AFR378,86399.0,2779.53721071,25278.123192323383,79878.8692877406,31092.091526557786,0.7583436957696976,30.333747830787722,343.86180294420456,52.56701121126494,4.4024171152687215
DLH8P,86399.0,2745.4147507,25207.696184558507,79656.31994320548,31005.466307006966,0.7562308855367565,30.24923542147049,344.6820581813439,52.59074998158395,4.450484327952097
AFR334,86399.0,2782.22331622,25262.89629510934,79830.75229254528,31073.362442984002,0.7578868888532738,30.315475554130927,346.1185616480419,51.73447431900206,4.33792347578315
DLH4J,86399.0,2773.14044576,68156.80313716989,215375.49791346013,83832.86785872008,2.044704094115112,81.78816376460422,1130.5152102056293,123.5730186682984,2.9863106485067545
VIR41R,86399.0,2518.68271311,23755.7842878351,75068.27834955818,29219.614674036915,0.712673528635042,28.50694114540149,335.38630816382664,47.82786067213393,4.213848596556728
EIN12C,86399.0,2300.47695344,61826.095915814774,195370.46309397346,76046.09797645183,1.8547828774744395,74.1913150989781,1028.6653069896963,110.8896803550392,2.765474193516999
BAW297,86399.0,2228.53881017,22873.640050454043,72280.70255943472,28134.577262058527,0.6862092015136176,27.448368060544915,320.5671929574819,46.136756999808135,3.9762128580867113
AAL91,86399.0,2501.08889025,21828.930513970707,68979.42042414818,26849.58453218419,0.6548679154191264,26.194716616764854,317.0053510225232,44.30219889497396,4.397757095428226
SWR18,86399.0,2131.56658227,57219.2851325137,180812.94101874292,70379.72071299182,1.7165785539754181,68.66314215901569,937.5710540995339,101.79621860367239,2.4751160568704953
CFGRS,86399.0,3457.5804229,21593.695368855446,68236.07736558265,26560.245303692227,0.6478108610656615,25.912434442626417,315.5188319301475,43.26224417028774,4.03779117724499
NAX19M,86399.0,2326.0148129,20512.866942652534,64820.6595387821,25230.826339462732,0.6153860082795793,24.615440331183216,292.5386895591915,41.713026297776445,3.8132304645813657
SWR52,86399.0,2125.67355642,53986.65285450868,170597.82302024646,66403.58301104573,1.619599585635256,64.78398342541048,896.3425017457912,96.09163256433145,2.387466375702035
NAX9V,86399.0,2023.56451337,19395.09152035716,61288.48920432826,23855.962570039293,0.5818527456107107,23.2741098244285,279.5711207554909,39.04258179524437,3.67116725658114
AFR008,86399.0,1976.34375368,19249.55717989074,60828.60068845464,23676.95533126554,0.5774867153967216,23.099468615868666,275.6863238260174,38.36824677515136,3.4490841582538163
NAX7149,86399.0,1903.92436045,18840.51015457913,59536.012088470176,23173.827490132182,0.5652153046373751,22.608612185494913,272.7167872364104,37.75350896671995,3.5731442183480233
AFR348,86399.0,1781.98785169,18283.74873370341,57776.64599850291,22489.0109424552,0.5485124620111028,21.94049848044421,261.4602872471373,35.20250967965608,3.0415123172205947
