callsign,flowntime[s],flowndistance[NM],fuel[kg],CO2[kg],H2O[kg],Soot[kg],SOx[kg],NOx[kg],CO[kg],HC[kg]
FDX21,77762.0,4130.85434237,35864.42692026036,113331.58906802195,44113.24511191991,1.075932807607811,43.0373123043116,459.3372999649617,87.89314296772828,7.198933311390584
N990LT,86399.0,4349.15644921,38512.46008950141,121699.37388282505,47370.325910086984,1.1553738026850433,46.214952107401864,483.0059257678505,126.08592610475097,11.614304371055438
TOM050,86399.0,5132.32051193,38102.904554748224,120405.17839300421,46866.57260234064,1.1430871366424615,45.723485465697934,496.43432953623676,94.50414102936867,8.233413958968182
AAL87,73139.0,3513.49445885,29925.066114123503,94563.20892063035,36807.83132037154,0.8977519834237061,35.91007933694826,399.54320920640674,71.67179247081259,6.170793041934762
DAL43,78288.0,3740.06432412,31782.940419672545,100434.09172616542,39093.01671619722,0.9534882125901757,38.139528503607416,417.5629245472964,74.36310855336419,6.176274234636531
ACA879,82706.0,3717.51042152,89757.01399624354,283632.1642281293,110401.12721538081,2.692710419887336,107.70841679549272,1362.1224569389285,205.5531449134721,7.686354268228169
DAL17,78253.0,3329.971964,81698.2620849241,258166.5081883622,100488.8623644577,2.450947862547733,98.03791450190946,1266.703318770284,190.48674268163785,7.57850743061853
ACA893,81191.0,3628.89514855,85813.55863445369,271170.8452848724,105550.67712037811,2.5744067590335975,102.97627036134597,1321.1050348365816,193.29627088209475,7.243087270790275
DLH422,74478.0,3262.33342507,27555.54200048282,87075.51272152587,33893.31666059417,0.8266662600144894,33.066650400579356,370.59891277933974,64.87730110444873,5.587258777870962
AAL47,80601.0,3513.24538536,29657.743683312885,93718.4700392689,36479.02473047431,0.8897323104993708,35.58929241997512,399.0418131044042,71.901742629998,6.367579660442513
ACA835,80313.0,3237.58407416,78485.72419278351,248014.88844919362,96537.44075712371,2.354571725783495,94.18286903133975,1210.9722364409988,174.18799115893628,6.49748149635795
ACA881,80191.0,3290.27207458,28825.965899220537,91090.05224153705,35455.93805604111,0.8647789769766153,34.591159079064674,383.1249001073253,69.4086545206583,5.923193761730621
TSC111,77932.0,3003.05528249,73759.06605008026,233078.6487182515,90723.65124159864,2.2127719815023865,88.51087926009588,1193.9502206388486,162.74171005025613,6.25032253316369
VPBMS,85956.0,4315.41970177,32129.61831084032,101529.59386225625,39519.430522333605,0.9638885493252183,38.55554197300892,428.070086676915,74.76227819116542,6.398966557535993
BAW91C,86399.0,3594.23408539,32425.15721646528,102463.49680403108,39882.943376252464,0.9727547164939616,38.91018865975799,425.6934729263558,68.33611750889217,5.439358563437097
EIN123,81745.0,3271.73260592,78234.46225277858,247220.90071877892,96228.3885709167,2.3470338675833493,93.88135470333432,1239.3035512142637,175.52702536597948,6.721281464309537
NAX5HB,86399.0,4515.7081637,32538.13402474477,102820.50351819405,40021.904850435625,0.9761440207423401,39.045760829693705,440.8033726087599,72.13855276380262,6.535003132852838
ACA895,86399.0,3358.69592832,31214.485306222385,98637.77356766236,38393.81692665348,0.9364345591866738,37.457382367466806,407.04366528411407,67.8192727744768,5.40879914040277
DLH426,84546.0,3513.37379602,80601.37072320336,254700.33148531866,99139.68598953911,2.418041121696093,96.72164486784204,1274.9759721184869,179.83149160984462,6.66021171857236
SWR86,82528.0,3298.22569274,76366.50309707467,241318.14978675384,93930.79880940098,2.2909950929122163,91.63980371648826,1214.9559308960543,170.11054259221643,6.454941593897235
BAW295,86399.0,3497.62248064,30448.539723709066,96217.38552691934,37451.70386016178,0.9134561917112749,36.53824766845082,403.979415490568,70.2144255614595,5.860121261357057
BAW19V,86399.0,3692.0689214,30837.181334002988,97445.4930154494,37929.733040823885,0.9251154400201019,37.00461760080391,412.2005997921047,65.23145976607626,5.377975867361276
DLH402,85339.0,3443.49950153,28850.58951409115,91167.86286452752,35486.225102331984,0.8655176854227264,34.62070741690939,383.1192511580916,67.97340054840804,5.750525777166345
NRS7151,86399.0,3468.60712595,29970.864047532305,94707.93039020186,36864.16277846503,0.8991259214259819,35.96503685703902,401.26412182966595,70.31034924429365,6.078614105388502
SWR8T,86399.0,3157.53599618,81912.79902398655,258844.44491579768,100752.7427995034,2.45738397071963,98.29535882878392,1280.7009838328588,154.81192206037608,3.802561172473512
DAL19,86399.0,3228.34602304,80309.08273979105,253776.70145773792,98780.17176994137,2.4092724821937206,96.37089928774826,1253.2971215940404,157.7726919081405,4.249649281074393
AFR344,84630.0,3022.40949265,27329.613910222226,86361.57995630246,33615.425109573676,0.8198884173066665,32.7955366922669,363.43087484373655,65.3336228027058,5.551812437513844
BAW281,86399.0,3334.7934798,28714.206083227724,90736.89122299959,35318.473482370166,0.8614261824968309,34.45704729987345,388.58462914566985,60.798014442371304,5.149014788562681
AFR356,86399.0,3185.93756389,27824.89789772104,87926.67735679868,34224.62441419708,0.8347469369316403,33.389877477265955,373.7828739767725,59.83710098220371,5.022759591217235
EIN1GE,85084.0,2896.26344387,69273.70175615407,218904.89754944446,85206.65316006921,2.0782110526846176,83.12844210738353,1139.425515919342,158.3517143308068,6.5241636932300135
NRS7109,86399.0,3149.63093272,26500.32548076812,83741.02851922748,32595.400341344717,0.7950097644230434,31.800390576921796,368.71061695354376,55.823108912009126,5.067968811927134
