identifier,base_fid,direction,actype,origin,destination,spawn_time,del_time,spawn_lat,spawn_lon,spawn_alt_ft,spawn_mass_kg,n_waypoints
285679722,285679722,eastbound,A333,KCVG,LIMC,20:10:00.99,25:11:56.39,49.189919,-52.23994,39196.0,186277.41929059284,76
285680864,285680864,eastbound,B789,KJFK,LGAV,20:19:42.95,24:58:30.90,46.439754,-51.801961,40117.0,201141.01986686588,67
285679829,285679829,eastbound,B789,MMMY,LEMD,20:27:16.12,26:25:00.30,40.591342,-68.153945,40287.0,193846.1617661594,83
285678377,285678377,eastbound,B788,MMMX,LEMD,20:35:03.08,26:36:40.98,39.880975,-68.029824,41517.0,169132.3348197079,78
285685326,285685326,westbound,A333,GCTS,BIKF,21:19:21.66,25:17:35.16,33.998148,-16.548803,38651.0,191528.53884727543,68
285684866,285684866,eastbound,B772,KCLT,EDDM,21:38:12.90,28:05:43.03,40.864603,-68.278909,38286.0,234323.2572395191,102
285683953,285683953,eastbound,A339,KBOS,LGAV,21:40:37.28,26:36:12.30,47.135244,-52.010263,38821.0,213164.40971416648,70
285685565,285685565,westbound,B788,EGLL,SKBO,21:45:16.89,27:36:09.85,50.379896,-7.027834,40393.0,193728.08407625128,80
285685734,285685734,westbound,B772,LPPT,BIKF,21:47:48.19,24:25:02.81,43.786344,-12.439261,40405.0,206664.92079302284,48
285683860,285683860,eastbound,A333,KJFK,LGAV,21:51:59.90,26:52:49.52,46.885834,-51.864214,38924.0,190114.20907137028,68
285678590,285678590,eastbound,B789,MMGL,LEMD,22:01:30.02,28:02:23.12,40.315685,-68.557745,40297.0,191364.49840014242,77
285684525,285684525,eastbound,A339,KBOS,EDDF,22:01:37.38,27:11:52.21,47.723465,-52.841311,39804.0,202504.87513634269,87
285685853,285685853,westbound,B789,EGLL,MMMX,22:06:20.19,26:48:01.32,53.930401,-8.621245,39015.0,218763.6811533739,60
285684673,285684673,eastbound,A333,KMCO,EGLL,22:07:13.23,28:34:27.11,38.017556,-67.662047,38821.0,191017.96934983716,101
285683948,285683948,eastbound,A333,KATL,LFPG,22:12:30.72,28:43:09.39,40.915887,-67.644579,38763.0,190951.8247781844,103
285684128,285684128,eastbound,B744,KJFK,EDDF,22:20:05.99,27:09:51.95,47.392313,-52.604526,38580.0,289954.49252961547,87
285685071,285685071,eastbound,B788,KMLB,EGBB,22:26:56.19,28:23:18.86,38.16196,-67.621384,41677.0,174754.1090667649,101
285684363,285684363,eastbound,B78X,KEWR,LGAV,22:27:25.03,27:09:12.14,47.11081,-52.348388,39749.0,219305.59312310244,68
285684821,285684821,eastbound,B763,KMIA,EBBR,22:29:37.44,29:04:37.91,37.971089,-66.421334,39488.0,163047.22476829763,101
285685279,285685279,eastbound,B772,KCLT,EIDW,22:30:10.37,27:56:50.47,40.596402,-68.640424,39025.0,223867.3099010696,99
285684624,285684624,eastbound,A339,KJFK,EDDF,22:34:38.36,27:41:40.37,46.972593,-52.840404,39763.0,203242.3308165504,86
285685089,285685089,eastbound,A332,CYUL,DTTA,22:35:58.93,27:09:05.90,47.7538,-52.818467,39348.0,200488.79759258562,76
285684789,285684789,eastbound,B763,KEWR,LIRN,22:37:23.73,27:35:36.27,47.046844,-53.01996,37927.0,160510.7718267635,79
285685157,285685157,eastbound,A339,KBOS,EHAM,22:38:01.11,27:25:07.19,48.541885,-52.951542,40012.0,200339.46031900492,82
285684898,285684898,eastbound,A339,KBOS,LIRF,22:38:08.63,27:38:14.68,46.525738,-52.833673,39395.0,206922.9270607339,84
285684971,285684971,eastbound,A333,KJFK,LIMC,22:38:15.78,27:41:51.68,45.99131,-52.602973,38890.0,190343.4463098908,85
285685997,285685997,westbound,B744,EHAM,KMIA,22:39:07.80,28:13:59.30,55.108064,-7.738155,37673.0,313079.0682624648,90
285685065,285685065,eastbound,B77W,KJFK,LFPG,22:39:15.31,27:10:41.11,46.618251,-52.283763,40168.0,266451.1303843851,82
285685594,285685594,westbound,A333,LEAL,BIKF,22:41:42.80,24:56:26.81,48.859449,-7.394203,39571.0,183545.33887665774,38
285685100,285685100,eastbound,B77W,KMIA,LFPG,22:44:40.52,28:45:16.79,38.042911,-64.318803,39315.0,279501.22760276456,97
285684924,285684924,eastbound,B763,KJFK,EKCH,22:45:19.60,27:53:41.11,49.790381,-53.704557,39215.0,155883.03382438573,88
285684040,285684040,eastbound,A333,KRDU,EDDF,22:46:10.89,28:02:01.33,46.766092,-52.391742,39267.0,187392.2220978891,84
285683687,285683687,eastbound,A343,KIAD,EDDF,22:46:20.18,27:52:10.85,47.675678,-52.574347,38047.0,210105.19209782899,87
285684751,285684751,eastbound,A333,KJFK,LSZH,22:46:34.77,27:53:57.01,46.641176,-52.808949,38881.0,190382.23097412603,86
285684791,285684791,eastbound,B764,KEWR,LEPA,22:53:52.35,27:34:54.16,46.436519,-52.333595,35644.0,173903.04254043536,80
285685603,285685603,eastbound,B763,KBOS,LOWW,22:55:41.38,28:01:11.22,47.849395,-52.369019,38295.0,158303.1382953472,86
285685319,285685319,eastbound,A333,KJFK,LIRF,22:56:41.91,27:58:35.74,46.312225,-52.514139,38879.0,190437.42758278592,80
285685001,285685001,eastbound,A332,CYUL,DAAG,22:57:36.02,27:27:11.75,47.356802,-52.430885,39678.0,197106.42725969103,79
285685173,285685173,eastbound,B763,KJFK,LICC,22:58:57.31,27:50:20.95,46.752555,-52.90376,37794.0,162102.21022179176,75
285685495,285685495,eastbound,B789,CYUL,LFPG,23:00:50.30,27:31:21.25,49.241409,-53.217337,41225.0,189407.10445972806,81
285685582,285685582,eastbound,B772,KMCO,EGKK,23:02:59.46,29:06:21.65,37.946844,-67.764131,38717.0,228094.94061244704,101
285685288,285685288,eastbound,B78X,CYYZ,EHAM,23:03:25.60,27:33:41.77,50.907722,-54.72819,39161.0,218663.69645521312,82
285685106,285685106,eastbound,A333,CYYZ,LSZH,23:06:03.78,28:08:19.18,49.812618,-53.462222,38979.0,189176.69480545534,84
285683911,285683911,eastbound,A359,KATL,EHAM,23:09:05.75,27:46:11.18,48.542292,-52.958459,40042.0,224875.78249839303,77
285685521,285685521,eastbound,B789,KJFK,LIRF,23:09:29.69,27:53:29.59,46.058472,-52.697753,40623.0,195537.8634983313,80
285684549,285684549,eastbound,FA7X,KBNA,LSZH,23:09:41.61,28:15:50.13,49.146544,-52.810396,45286.0,16772.375559889602,79
285685026,285685026,eastbound,A333,CYYZ,EDDF,23:10:00.22,28:18:43.10,50.350218,-53.649816,39000.0,189209.04203248984,86
285684829,285684829,eastbound,B77L,KIND,EBLG,23:10:46.52,27:48:28.52,48.705406,-53.03774,42334.0,236115.35776282486,82
285685583,285685583,eastbound,A333,KBOS,LSZH,23:11:52.68,28:16:48.76,46.876627,-52.398939,38742.0,191517.4844878545,85
285685179,285685179,eastbound,A333,CYUL,LSZH,23:12:04.36,28:14:12.88,49.552246,-53.384622,38775.0,191300.0376022892,84
285684828,285684828,eastbound,B748,KSDF,EDDK,23:16:51.88,27:57:18.72,49.14504,-53.46087,37622.0,371262.42372057616,81
285684697,285684697,eastbound,B78X,KORD,EDDF,23:17:05.47,28:07:03.25,51.738139,-55.257204,39514.0,215783.80208980895,81
285684918,285684918,eastbound,A359,KDTW,EHAM,23:17:41.78,27:51:44.96,50.698456,-54.139213,40139.0,222701.3621749646,82
285684560,285684560,eastbound,A343,KDTW,EDDF,23:18:02.92,28:21:23.16,50.666365,-53.980705,38055.0,210183.89521934028,84
285685386,285685386,eastbound,A333,KJFK,EIDW,23:19:29.31,27:12:55.74,48.708297,-52.802221,38923.0,190144.37829777485,67
285685489,285685489,eastbound,A339,KJFK,LIRF,23:19:58.38,28:18:54.07,46.936124,-53.04215,39363.0,207530.0581985132,80
285685458,285685458,eastbound,A332,CYYZ,LIRF,23:20:14.94,28:08:25.12,49.384349,-53.526524,39346.0,200497.22428265907,77
285685712,285685712,eastbound,B77W,KEWR,LIRF,23:22:05.21,28:01:23.71,47.103097,-52.427331,38445.0,275705.2071125563,79
285683940,285683940,eastbound,B77W,KDFW,LIRF,23:22:59.50,27:57:53.48,48.240171,-52.301726,37644.0,281613.06621060736,64
285685852,285685852,eastbound,A333,KBOS,EIDW,23:27:48.37,27:20:23.72,48.979045,-52.991194,38744.0,191516.51725752748,66
285685950,285685950,eastbound,A333,KBOS,EKCH,23:28:54.10,28:42:35.14,49.131761,-52.855416,38774.0,191323.1456926693,89
285685762,285685762,eastbound,A359,KBOS,LFPG,23:29:16.25,28:07:10.11,46.847818,-52.494955,40182.0,221166.6145378054,82
285686070,285686070,eastbound,B77W,CYUL,LFPG,23:29:22.73,27:59:14.48,49.816793,-53.743607,39285.0,266294.06269545725,82
285685704,285685704,eastbound,A333,KEWR,EKCH,23:29:48.34,28:41:44.53,49.627937,-53.032939,38953.0,189938.56905432235,86
285684768,285684768,eastbound,B748,KORD,ELLX,23:30:18.29,28:08:28.31,50.863499,-54.298425,37625.0,370320.5895615196,81
285686329,285686329,eastbound,B789,KRDU,LFPG,23:30:34.59,29:40:35.48,40.943665,-68.236355,40466.0,199631.24953080472,112
