fid_a,fid_b,dist_h_nm,dist_v_ft,shift_sec
262473360,262473700,2.9110666463773764,731.0,-70.0
262473805,262473726,2.6960888786001993,834.0,-40.0
262474863,262484546,1.7192429441270622,976.8984196106758,20.0
262474988,262475291,4.785696167050524,14.0,-20.0
