identifier,base_fid,direction,actype,origin,destination,spawn_time,del_time,spawn_lat,spawn_lon,spawn_alt_ft,spawn_mass_kg,n_waypoints
274205288,274205288,eastbound,B744,KATL,ELLX,19:55:09.75,24:36:30.00,48.053641,-52.398268,38964.0,291629.81649894867,76
274207902,274207902,eastbound,A332,KJFK,LROP,20:26:11.17,25:12:14.51,47.856982,-51.979356,38976.0,204833.79425107187,69
274209452,274209452,eastbound,A332,KJFK,LYBE,20:48:30.04,25:39:02.37,48.689431,-52.103505,39254.0,201957.63570758948,75
274211169,274211169,eastbound,B772,TAPA,EGKK,21:00:53.44,27:00:17.78,26.263342,-54.665953,38772.0,228302.34513296644,106
274207180,274207180,eastbound,B77L,KCVG,EDDP,21:14:04.59,26:00:53.97,50.855163,-53.380901,42302.0,238751.89225078817,79
274212542,274212542,westbound,A333,LPPT,BIKF,21:16:18.01,24:04:15.82,43.941214,-8.934657,39327.0,184894.4122040111,48
274210957,274210957,eastbound,A332,CYUL,DTTA,21:19:16.38,25:54:48.59,48.932232,-52.997384,39316.0,200538.16810368394,76
274205741,274205741,eastbound,B789,MMGL,LEMD,21:42:02.04,26:44:29.36,43.731897,-58.250127,40871.0,183172.48732887048,61
274213154,274213154,eastbound,GLEX,TXKF,EDDK,21:43:30.39,28:11:09.12,35.408119,-61.076393,46083.0,34472.21767724339,114
274205740,274205740,eastbound,B788,MMMX,LEMD,21:53:56.29,26:54:44.28,43.803114,-57.822853,41819.0,161012.6783217898,62
274211505,274211505,eastbound,B744,KJFK,EDDF,22:00:16.88,26:40:37.86,48.358208,-52.39763,38952.0,289557.62785469886,84
274206988,274206988,eastbound,B77L,KDFW,EBLG,22:19:27.20,26:56:05.08,51.371194,-54.554601,42413.0,235759.9861191026,69
274212853,274212853,eastbound,B772,KJFK,LGAV,22:20:44.03,27:29:04.69,43.685073,-58.023359,38038.0,238110.01064882058,73
274212062,274212062,eastbound,A333,KBOS,LGAV,22:22:14.49,27:09:44.74,47.727447,-51.993926,38760.0,191332.49349696087,67
274213538,274213538,westbound,B764,EGLL,KEWR,22:25:59.21,27:54:44.39,55.192294,-9.200209,33499.0,173983.58543660282,86
274211816,274211816,eastbound,B78X,KEWR,LGAV,22:27:41.07,27:01:58.49,46.86583,-52.592305,39717.0,219192.05390102917,65
274212344,274212344,eastbound,A333,KJFK,LIMC,22:31:57.57,27:31:36.32,47.108931,-52.347977,38924.0,190141.72323909294,83
274213456,274213456,eastbound,B772,KEWR,LIRF,22:34:58.21,28:49:24.53,41.137796,-68.683311,38185.0,237423.92572831427,103
274212786,274212786,eastbound,B772,TNCC,EHAM,22:36:13.02,29:17:02.84,26.363811,-58.591228,38411.0,232351.51864184436,100
274213405,274213405,eastbound,B772,MDPC,EGKK,22:40:26.87,29:01:25.57,27.418568,-60.596563,38576.0,230901.14637930403,108
274211111,274211111,eastbound,B77L,MPTO,EBLG,22:41:07.37,29:21:35.91,28.82072,-60.759953,41500.0,252114.65524784217,89
274213171,274213171,eastbound,B772,CYUL,LFPG,22:48:59.36,27:17:56.24,50.089801,-53.696543,39430.0,217500.5675117797,81
274212237,274212237,eastbound,A333,KJFK,LSZH,22:50:30.03,27:57:17.54,47.121752,-52.622483,38904.0,190290.0580031554,85
274213657,274213657,westbound,B789,EGLL,MMMX,22:52:32.93,27:38:07.28,56.035857,-8.484904,39122.0,216679.76104253324,61
274212734,274212734,eastbound,B763,KJFK,LIRN,22:54:10.52,27:47:40.24,46.886987,-52.757854,39434.0,160912.43015894477,77
274212633,274212633,westbound,A333,LEAL,BIKF,22:54:53.38,24:25:35.25,54.627979,-8.74274,39995.0,180760.31423169794,26
274212035,274212035,eastbound,A339,KJFK,LIRF,22:57:39.51,27:52:54.68,47.018174,-52.973447,39370.0,207509.0154917867,78
274213314,274213314,eastbound,B763,KBOS,LOWW,22:59:11.52,27:57:59.71,47.400641,-52.534562,39435.0,158755.8186428669,84
