identifier,base_fid,direction,actype,origin,destination,spawn_time,del_time,spawn_lat,spawn_lon,spawn_alt_ft,spawn_mass_kg,n_waypoints
282085415,282085415,eastbound,A346,KJFK,EDDF,21:29:17.12,28:10:23.81,41.514642,-68.438817,38367.0,287076.8335615162,115
282085945,282085945,eastbound,B77W,KJFK,LFPG,21:55:44.70,28:31:48.45,39.950686,-68.918583,36417.0,279925.25760677643,113
282084913,282084913,eastbound,A332,CYUL,DAAG,22:03:38.63,27:18:48.93,43.832784,-58.717902,39361.0,199112.14394292454,85
282085819,282085819,eastbound,A346,KBOS,EDDF,22:11:09.75,28:09:39.34,42.969113,-61.654529,39232.0,282729.3807730459,101
282085285,282085285,eastbound,B789,MDLR,EGCC,22:11:15.44,28:27:21.69,28.292514,-61.009831,40468.0,199119.50652587906,105
282085784,282085784,westbound,B789,EHAM,MMMX,22:13:00.64,26:33:37.92,56.768966,-8.215573,38847.0,216601.49862796676,50
282084956,282084956,westbound,B77L,LIMC,KORD,22:17:18.17,26:43:42.49,53.57349,-11.766642,40927.0,248277.37297562114,70
282086080,282086080,eastbound,A333,KJFK,EHAM,22:20:04.51,29:03:40.91,41.4582,-67.820547,38095.0,196092.3217197414,111
282085912,282085912,eastbound,A333,KJFK,LSZH,22:21:56.17,29:30:16.75,39.93264,-67.983858,38084.0,196101.61928546382,114
282086250,282086250,eastbound,A333,KJFK,EIDW,22:23:15.16,28:08:38.05,41.555987,-67.800377,38094.0,196081.19883933951,94
282086149,282086149,westbound,B763,EGNX,KCVG,22:24:39.88,27:22:50.19,55.570729,-8.139985,36041.0,161484.21427514034,81
282086237,282086237,eastbound,B764,KEWR,EDDM,22:33:17.46,29:32:42.69,41.284289,-67.839081,32013.0,180612.9029284721,112
282085511,282085511,eastbound,B78X,KATL,EHAM,22:33:32.26,29:02:08.59,38.310399,-67.108191,39828.0,220477.16865931606,105
282086277,282086277,westbound,B77L,EGSS,KIND,22:41:20.12,27:21:28.64,55.439786,-8.51194,37535.0,250442.88981321943,82
282086035,282086035,eastbound,B772,KCLT,EDDM,22:51:36.69,29:43:00.37,38.316425,-68.458793,37918.0,235083.50911571796,103
282086356,282086356,eastbound,B764,KEWR,LIRF,22:53:41.91,29:27:25.08,41.402159,-67.797058,31971.0,182994.628602559,101
282086314,282086314,eastbound,A333,KIAD,EIDW,22:55:32.17,28:43:29.03,40.967222,-67.87562,38272.0,194598.3677558964,93
282085671,282085671,eastbound,A339,KATL,LFPG,22:59:08.44,29:45:11.72,38.375334,-66.322553,39096.0,209163.02030487347,103
282086239,282086239,westbound,B789,LFPG,MMMX,23:01:53.73,27:30:37.42,54.858098,-8.207734,37863.0,216272.10953159258,52
282086452,282086452,westbound,B789,EGLL,MMMX,23:04:48.16,27:29:37.18,55.875814,-8.086439,36875.0,217875.4931383575,52
282086446,282086446,eastbound,A359,KJFK,LFPG,23:07:13.12,29:38:48.44,40.31521,-68.652964,39385.0,227949.37625474937,111
282085958,282085958,eastbound,B748,KORD,ELLX,23:11:55.70,29:49:08.68,40.413593,-68.222838,36669.0,380088.07877876586,104
282086474,282086474,eastbound,A332,KIAD,EHAM,23:13:47.04,29:52:43.46,40.667689,-68.441157,39178.0,200362.2346500128,110
282085639,282085639,eastbound,B77L,KMEM,EBLG,23:13:55.86,29:36:23.67,40.385643,-67.869277,41720.0,246988.1800141226,100
282086378,282086378,eastbound,B77W,KIAD,EDDF,23:21:21.51,30:19:13.12,39.637535,-68.258224,36523.0,281918.7427939407,116
282086614,282086614,eastbound,B789,KEWR,LOWW,23:21:23.83,30:00:30.34,40.040749,-67.866396,40063.0,206221.88429836888,107
282085979,282085979,eastbound,B744,KORD,ELLX,23:25:37.34,30:12:26.89,40.422382,-68.425335,36295.0,299142.33780029806,104
282084719,282084719,eastbound,B744,KLCK,LBSF,23:26:00.51,30:01:00.08,41.064175,-68.286164,35905.0,319722.40167771693,87
282086564,282086564,eastbound,B764,KEWR,EDDB,23:26:20.85,30:42:26.17,41.462996,-67.85327,32374.0,180041.9924661302,115
282086546,282086546,eastbound,A333,KJFK,EKCH,23:28:39.99,30:40:07.50,41.550121,-67.739126,38101.0,196055.59345374003,116
282086429,282086429,eastbound,B763,KIAD,LSZH,23:29:45.53,30:27:42.75,39.872812,-68.027748,36873.0,162984.69163040858,112
282086600,282086600,westbound,B772,EGLL,KJFK,23:32:15.12,28:42:11.99,53.882782,-9.590311,36850.0,226509.7256591501,91
282085247,282085247,eastbound,B772,KDFW,EDDF,23:32:23.36,30:40:25.25,38.636726,-69.607117,37927.0,229997.95960757186,94
282086501,282086501,eastbound,B763,KEWR,LSGG,23:32:54.86,29:49:20.89,42.550845,-64.175455,39699.0,159940.41111409897,105
282086582,282086582,eastbound,B789,KJFK,EHAM,23:32:56.11,29:58:02.56,40.574259,-67.96761,40562.0,200632.16023490753,112
282086475,282086475,eastbound,B772,KIAD,EDDM,23:38:00.66,30:41:59.71,39.583141,-68.73152,36586.0,234687.3276854244,110
282086424,282086424,westbound,B77L,LFPG,MMSM,23:39:08.71,28:07:54.36,55.001443,-8.380574,37156.0,271362.88263901527,52
282086503,282086503,eastbound,A333,KEWR,EIDW,23:41:09.55,28:45:50.29,43.0482,-61.315725,38421.0,193464.97390509333,83
282086486,282086486,eastbound,B788,KIAD,LFPG,23:41:19.68,30:06:12.11,40.458551,-68.558942,41691.0,178688.01817667493,112
282085776,282085776,eastbound,B748,KSDF,EDDK,23:42:31.56,30:24:28.24,39.761487,-68.337412,36571.0,382987.88924366335,107
282086720,282086720,eastbound,A332,KJFK,EDDF,23:43:32.43,30:32:33.90,41.373658,-68.492845,39038.0,201731.78672372556,114
282085836,282085836,eastbound,A333,KDTW,EHAM,23:43:44.51,29:21:15.19,43.710465,-57.794177,38938.0,189281.54889860892,90
282086543,282086543,eastbound,A333,KBOS,EIDW,23:44:55.05,28:42:45.41,43.282638,-60.166581,38307.0,194452.1703465234,82
282085611,282085611,eastbound,B763,KMIA,EBBR,23:45:48.77,30:02:24.42,37.572909,-60.836929,39169.0,161391.13186087518,95
282086799,282086799,eastbound,B78X,KBOS,EGLL,23:47:00.00,30:04:29.66,41.704167,-68.46,35201.0,226466.6,105
282085720,282085720,westbound,B788,LIRF,MMMX,23:48:29.86,28:44:37.75,38.712437,-13.363196,40405.0,188453.90368036524,50
282086541,282086541,westbound,B789,LEMD,MMMX,23:48:54.57,28:44:30.51,39.552136,-13.452321,39049.0,216189.61674235007,56
282086165,282086165,eastbound,B789,MDLR,EGKK,23:51:32.15,30:18:17.34,27.800494,-60.816738,40392.0,200100.70333442584,106
282086654,282086654,eastbound,B789,KIAD,LOWW,23:52:27.25,30:36:00.64,40.143125,-68.293601,39992.0,205917.5640449172,104
282086578,282086578,eastbound,B77W,KIAD,EBBR,23:53:47.69,30:16:22.82,40.286935,-68.344195,39213.0,279273.6196341284,113
282086420,282086420,eastbound,A333,KBOS,EKCH,23:57:15.44,30:15:43.52,43.40817,-59.281743,38347.0,194126.7532151991,103
282086722,282086722,eastbound,B789,KJFK,EGKK,23:57:50.85,30:02:03.30,41.147292,-68.531593,40684.0,199501.11306265986,106
282086639,282086639,eastbound,B789,KIAD,EGLL,23:59:47.82,30:03:15.32,40.742179,-68.587416,40641.0,198549.5209015264,104
282086455,282086455,eastbound,B763,KEWR,EGLL,24:00:10.68,29:12:28.85,43.478828,-59.004999,40351.0,154428.10973193907,89
282086335,282086335,eastbound,A35K,KATL,EGLL,24:02:12.36,30:38:31.27,38.334288,-67.92336,38040.0,260951.9252735211,105
