fid_a,fid_b,dist_h_nm,dist_v_ft,shift_sec
287549985,287549836,3.3016206931371115,584.0,-70.0
287571881,287572032,4.568383711726211,135.30223024510633,-10.0
287572173,287572386,3.7914759875253856,33.06482199038874,-70.0
287580265,287583486,4.164664792503548,513.6459340068468,-10.0
287581708,287583426,4.321881267386047,417.5752977196171,0.0
287582900,287584385,1.37261664275277,276.32968321072985,-40.0
287594875,287595284,4.208376045813383,724.0,-20.0
