identifier,base_fid,direction,actype,origin,destination,spawn_time,del_time,spawn_lat,spawn_lon,spawn_alt_ft,spawn_mass_kg,n_waypoints
286268860,286268860,eastbound,B789,KJFK,LGAV,18:59:48.31,24:42:44.88,42.536558,-63.501948,39453.0,209791.7345634092,81
286269107,286269107,eastbound,F900,KIAD,LFPB,19:30:51.07,25:24:04.57,42.958808,-61.470785,38187.0,14509.64650763656,98
286269558,286269558,eastbound,B77L,KATL,EDDP,19:51:58.13,26:17:40.72,41.27423,-67.69977,41392.0,251256.9014486175,97
286268771,286268771,eastbound,A332,KJFK,LROP,20:00:06.88,25:29:34.33,43.907128,-56.806427,38151.0,206851.905524056,79
286270396,286270396,eastbound,A339,KBOS,LGAV,20:17:21.85,25:43:12.59,43.676418,-58.060254,38143.0,215590.42952247782,76
286271253,286271253,eastbound,A333,KJFK,LGAV,20:24:32.21,26:47:34.01,41.890329,-66.58125,38176.0,195633.64250016437,84
286272243,286272243,eastbound,A339,KJFK,LIRF,20:49:32.33,27:25:06.68,41.460755,-68.581118,38662.0,213428.46070537518,103
286271634,286271634,eastbound,A333,KRDU,EDDF,20:54:26.53,27:59:03.36,40.875922,-68.80904,38433.0,193746.61487418227,110
286272526,286272526,westbound,A333,LPPT,BIKF,20:56:49.69,23:48:35.60,43.884549,-8.375861,39320.0,184931.746529569,50
286272572,286272572,eastbound,A339,KBOS,LIRF,21:10:29.99,27:03:58.45,42.999225,-61.764706,38708.0,210143.34445001045,96
286272071,286272071,eastbound,A339,KBOS,EDDF,21:11:27.16,27:08:01.26,43.547397,-59.006877,38601.0,204886.25928917626,98
286271755,286271755,eastbound,B744,KJFK,EDDF,21:32:51.10,27:32:08.80,42.514606,-63.768933,38159.0,298620.83810023044,106
286272655,286272655,eastbound,B77W,KJFK,LFPG,21:33:52.33,27:45:27.48,41.34607,-68.581351,38389.0,279523.9042591036,111
286272464,286272464,eastbound,A333,KJFK,LSZH,21:38:39.91,28:13:20.51,42.112727,-65.636561,38223.0,195259.4191573141,108
