fid_a,fid_b,dist_h_nm,dist_v_ft,shift_sec
281089550,281089311,4.444746640876632,390.19647210316907,-10.0
281090209,281105856,4.006112338457966,258.83939392671164,-40.0
281090392,281105791,1.8481565292921636,423.0,-40.0
